,Ensemble ID,Uniprot ID
Clec2i,ENSMUSG00000030365,Q9WVF9
Clec2g,ENSMUSG00000000248,Q9D676
Clec2d,ENSMUSG00000030157,Q91V08
2310001H17Rik,ENSMUSG00000097354,0
Cd69,ENSMUSG00000030156,P37217
4922502D21Rik,ENSMUSG00000047720,A0A0N4SVZ3
Clec12a,ENSMUSG00000053063,Q504P2
Clec12b,ENSMUSG00000030158,Q149M0
Clec1b,ENSMUSG00000030159,Q9JL99
Clec1a,ENSMUSG00000033082,Q8BWY2
Gabarapl1,ENSMUSG00000030161,Q8R3R8
Klre1,ENSMUSG00000050241,Q8CJC7
Klrk1,ENSMUSG00000030149,O54709
Klra5,ENSMUSG00000030173,Q60652
Klra4,ENSMUSG00000079852,Q60651
Klra8,ENSMUSG00000089727,Q60682
Klra9,ENSMUSG00000033024,Q2TJJ8
Klra3,ENSMUSG00000067591,Q64329
Magohb,ENSMUSG00000030188,Q9CQL1
Styk1,ENSMUSG00000032899,Q6J9G1
Ybx3,ENSMUSG00000030189,Q9JKB3
5430401F13Rik,ENSMUSG00000094113,E9Q328
Gm6619,ENSMUSG00000095577,F6URP1
Gm8882,ENSMUSG00000030143,B7ZW90
Prh1,ENSMUSG00000059934,P05142
Prp2,ENSMUSG00000058295,P05143
Smim10l1,ENSMUSG00000072704,A0A087WNQ7
Etv6,ENSMUSG00000030199,P97360
Gm17088,ENSMUSG00000091438,0
Gm17089,ENSMUSG00000092134,0
Gm44293,ENSMUSG00000107666,0
Bcl2l14,ENSMUSG00000030200,Q9CPT0
Lrp6,ENSMUSG00000030201,O88572
Gm43949,ENSMUSG00000107728,0
Mansc1,ENSMUSG00000032718,Q9CR33
Borcs5,ENSMUSG00000042992,Q9D920
Dusp16,ENSMUSG00000030203,A0A0N4SUV2
Crebl2,ENSMUSG00000032652,Q32M00
Gpr19,ENSMUSG00000032641,Q61121
2810454H06Rik,ENSMUSG00000100876,0
Cdkn1b,ENSMUSG00000003031,P46414
Lockd,ENSMUSG00000098318,0
Apold1,ENSMUSG00000090698,E9Q0X2
Ddx47,ENSMUSG00000030204,Q9CWX9
Gprc5a,ENSMUSG00000046733,Q8BHL4
Gprc5d,ENSMUSG00000030205,Q9JIL6
Hebp1,ENSMUSG00000042770,Q9R257
Fam234b,ENSMUSG00000030207,Q8BYI8
Gsg1,ENSMUSG00000030206,Q8R1W2
Gm44276,ENSMUSG00000108276,0
Pbp2,ENSMUSG00000047104,Q8VIN1
Emp1,ENSMUSG00000030208,P47801
4930425L21Rik,ENSMUSG00000107396,0
Grin2b,ENSMUSG00000030209,Q01097
Gm14329,ENSMUSG00000086239,0
Gm14330,ENSMUSG00000086614,0
Gm8994,ENSMUSG00000094973,A0A0N4SVM5
E330021D16Rik,ENSMUSG00000045291,A0A0N4SUX2
Atf7ip,ENSMUSG00000030213,Q7TT18
Plbd1,ENSMUSG00000030214,Q8VCI0
Gucy2c,ENSMUSG00000042638,Q3UWA6
Hist4h4,ENSMUSG00000096010,0
H2afj,ENSMUSG00000060032,Q8R1M2
Wbp11,ENSMUSG00000030216,Q923D5
BC049715,ENSMUSG00000047515,Q810N5
Smco3,ENSMUSG00000043298,Q8BQM7
Art4,ENSMUSG00000030217,Q9CRA0
Mgp,ENSMUSG00000030218,P19788
Erp27,ENSMUSG00000030219,Q9D8U3
Arhgdib,ENSMUSG00000030220,Q61599
Pde6h,ENSMUSG00000064330,P61249
Rerg,ENSMUSG00000030222,Q8R367
Ptpro,ENSMUSG00000030223,E9Q612
Eps8,ENSMUSG00000015766,Q08509
Strap,ENSMUSG00000030224,Q9Z1Z2
Dera,ENSMUSG00000030225,Q91YP3
Slc15a5,ENSMUSG00000044378,Q8CBB2
Mgst1,ENSMUSG00000008540,Q91VS7
Lmo3,ENSMUSG00000030226,Q8BZL8
A830011K09Rik,ENSMUSG00000089957,0
Gm30332,ENSMUSG00000107675,0
Igbp1b,ENSMUSG00000046717,Q9QZ29
4922502N22Rik,ENSMUSG00000108128,0
Rergl,ENSMUSG00000092164,B2RVE2
Gm44272,ENSMUSG00000107679,0
Pik3c2g,ENSMUSG00000030228,O70167
Plcz1,ENSMUSG00000030230,Q8K4D7
Capza3,ENSMUSG00000041791,P70190
Plekha5,ENSMUSG00000030231,A0A0N4SUU0
Aebp2,ENSMUSG00000030232,Q9Z248
Gm30524,ENSMUSG00000107638,0
Gm28523,ENSMUSG00000100707,0
Pde3a,ENSMUSG00000041741,Q9Z0X4
Gm5724,ENSMUSG00000084927,L7N264
Slco1a4,ENSMUSG00000030237,Q9EP96
Gm6614,ENSMUSG00000079263,L7N251
Slco1a6,ENSMUSG00000079262,Q99J94
Slco1a5,ENSMUSG00000063975,Q91YY5
Pyroxd1,ENSMUSG00000041671,Q3TMV7
Recql,ENSMUSG00000030243,Q9Z129
Golt1b,ENSMUSG00000030245,Q9CR60
Spx,ENSMUSG00000071112,D3Z752
Gys2,ENSMUSG00000030244,Q8VCB3
Ldhb,ENSMUSG00000030246,P16125
Kcnj8,ENSMUSG00000030247,P97794
Abcc9,ENSMUSG00000030249,P70170
Cmas,ENSMUSG00000030282,Q99KK2
Gm766,ENSMUSG00000048473,B7ZWN4
St8sia1,ENSMUSG00000030283,Q64687
4930434O05Rik,ENSMUSG00000107839,0
C2cd5,ENSMUSG00000030279,Q7TPS5
Gm31108,ENSMUSG00000108094,0
Etnk1,ENSMUSG00000030275,Q9D4V0
1700126G02Rik,ENSMUSG00000107802,0
D6Ertd474e,ENSMUSG00000072679,Q3UT75
4930579D09Rik,ENSMUSG00000084971,0
1700060C16Rik,ENSMUSG00000086887,0
Sox5,ENSMUSG00000041540,P35710
Sox5os1,ENSMUSG00000087302,0
Sox5os3,ENSMUSG00000085785,0
Sox5os4,ENSMUSG00000086282,0
Bcat1,ENSMUSG00000030268,P24288
Lrmp,ENSMUSG00000030263,Q60664
Casc1,ENSMUSG00000043541,Q6TDU8
Gm15543,ENSMUSG00000086863,0
Lyrm5,ENSMUSG00000040370,Q91V16
Kras,ENSMUSG00000030265,P32883
Gm15706,ENSMUSG00000086013,0
2010013B24Rik,ENSMUSG00000087277,0
Lmntd1,ENSMUSG00000054966,Q9D4C1
Gm15499,ENSMUSG00000086722,0
Tuba3b,ENSMUSG00000067338,0
Gm15704,ENSMUSG00000085658,0
Rassf8,ENSMUSG00000030259,Q8CJ96
Bhlhe41,ENSMUSG00000030256,Q99PV5
Sspn,ENSMUSG00000030255,Q62147
Sspnos,ENSMUSG00000085414,0
Gm44269,ENSMUSG00000108161,0
Itpr2,ENSMUSG00000030287,Q9Z329
Asun,ENSMUSG00000040250,Q8QZV7
Fgfr1op2,ENSMUSG00000040242,Q9CRA9
Tm7sf3,ENSMUSG00000040234,Q9CRG1
Med21,ENSMUSG00000030291,Q9CQ39
4930479D17Rik,ENSMUSG00000085238,0
Stk38l,ENSMUSG00000001630,Q7TSE6
Arntl2,ENSMUSG00000040187,Q2VPD4
Smco2,ENSMUSG00000030292,Q9DA21
Ppfibp1,ENSMUSG00000016487,Q8C8U0
1700034J05Rik,ENSMUSG00000040163,Q80W69
Rep15,ENSMUSG00000040121,Q9D7T1
Mrps35,ENSMUSG00000040112,Q8BJZ4
Mansc4,ENSMUSG00000072662,Q3UU94
Klhl42,ENSMUSG00000040102,Q8BFQ9
E330012B07Rik,ENSMUSG00000085600,Q3TQU1
Gm15767,ENSMUSG00000086021,0
Pthlh,ENSMUSG00000048776,P22858
Gm6288,ENSMUSG00000072660,Q3UMM3
Ccdc91,ENSMUSG00000030301,Q9D8L5
1700049E15Rik,ENSMUSG00000085077,0
Gm15762,ENSMUSG00000086019,0
Far2os2,ENSMUSG00000086777,0
Far2,ENSMUSG00000030303,Q7TNT2
Far2os1,ENSMUSG00000089948,0
Ergic2,ENSMUSG00000030304,Q9CR89
Gm17216,ENSMUSG00000084823,0
Tmtc1,ENSMUSG00000030306,Q3UV71
Gm44020,ENSMUSG00000108148,0
4930528G23Rik,ENSMUSG00000084909,0
Gm44115,ENSMUSG00000107405,0
Ipo8,ENSMUSG00000040029,Q7TMY7
Caprin2,ENSMUSG00000030309,Q05A80
Gm43913,ENSMUSG00000108258,0
Fam60a,ENSMUSG00000039985,Q8C8M1
3010003L21Rik,ENSMUSG00000085355,Q8C6B6
Dennd5b,ENSMUSG00000030313,A2RSQ0
Gm26540,ENSMUSG00000097505,0
Mettl20,ENSMUSG00000039958,Q80ZM3
Amn1,ENSMUSG00000068250,B8JKV0
Gm44368,ENSMUSG00000107526,0
2810474O19Rik,ENSMUSG00000032712,Q5DTW7
Bicd1,ENSMUSG00000003452,Q8BR07
Gm21814,ENSMUSG00000096299,Q3TG20
Speer9-ps1,ENSMUSG00000107956,0
AU018091,ENSMUSG00000054753,A0A0N4SUR9
Nlrp12,ENSMUSG00000078817,E9Q5R7
Myadm,ENSMUSG00000068566,O35682
Prkcg,ENSMUSG00000078816,P63318
Cacng7,ENSMUSG00000069806,P62956
Gm44257,ENSMUSG00000107815,0
Cacng8,ENSMUSG00000053395,Q8VHW2
3300002P13Rik,ENSMUSG00000107585,0
Cacng6,ENSMUSG00000078815,Q8VHW3
Tarm1,ENSMUSG00000053338,B6A8R8
Oscar,ENSMUSG00000054594,Q8VBT3
Ndufa3,ENSMUSG00000035674,Q9CQ91
Tfpt,ENSMUSG00000006335,Q3U1J1
Prpf31,ENSMUSG00000008373,Q8CCF0
Cnot3,ENSMUSG00000035632,Q8K0V4
Leng1,ENSMUSG00000078813,Q9DB98
Tmc4,ENSMUSG00000019734,Q7TQ65
Gm15929,ENSMUSG00000086032,0
Mboat7,ENSMUSG00000035596,Q8CHK3
Tsen34,ENSMUSG00000035585,Q8BMZ5
Rps9,ENSMUSG00000006333,Q6ZWN5
Pirb,ENSMUSG00000058818,P97484
Pira2,ENSMUSG00000089942,A2NTJ9
Gm14548,ENSMUSG00000074417,E9Q1Z6
Lilra6,ENSMUSG00000030427,A0A0B4J1F3
RP23-292B24.1,ENSMUSG00000108593,0
RP24-255H18.1,ENSMUSG00000108505,0
Lair1,ENSMUSG00000055541,Q8BG84
9430041J12Rik,ENSMUSG00000086155,Q9CRL1
Ttyh1,ENSMUSG00000030428,Q9D3A9
D030047H15Rik,ENSMUSG00000085886,Q8BQD6
Leng8,ENSMUSG00000035545,Q8CBY3
Leng9,ENSMUSG00000043432,Q8BTN6
Cdc42ep5,ENSMUSG00000063838,Q9Z0X0
Lilra5,ENSMUSG00000070873,D3Z7A9
Gp6,ENSMUSG00000078810,P0C191
Rdh13,ENSMUSG00000008435,Q8CEE7
Eps8l1,ENSMUSG00000006154,Q8R5F8
Ppp1r12c,ENSMUSG00000019254,Q3UMT1
Tnnt1,ENSMUSG00000064179,O88346
Tnni3,ENSMUSG00000035458,P48787
Dnaaf3,ENSMUSG00000055809,Q3UYV8
Gm15873,ENSMUSG00000085725,0
Syt5,ENSMUSG00000004961,Q9R0N5
Ptprh,ENSMUSG00000035429,E9Q0N2
Tmem86b,ENSMUSG00000045282,Q497J1
Ppp6r1,ENSMUSG00000052296,Q7TSI3
Hspbp1,ENSMUSG00000063802,Q99P31
Brsk1,ENSMUSG00000035390,Q5RJI5
Tmem150b,ENSMUSG00000046456,Q8R218
Suv420h2,ENSMUSG00000059851,Q6Q783
Cox6b2,ENSMUSG00000051811,Q80ZN9
Fam71e2,ENSMUSG00000092518,L7N480
Il11,ENSMUSG00000004371,P47873
Tmem190,ENSMUSG00000013091,Q9D2E9
Tmem238,ENSMUSG00000030431,A9JSM3
Rpl28,ENSMUSG00000030432,P41105
Ube2s,ENSMUSG00000060860,Q921J4
Shisa7,ENSMUSG00000053550,Q8C3Q5
Isoc2b,ENSMUSG00000052605,Q9DCC7
Isoc2a,ENSMUSG00000086784,P85094
Zfp628,ENSMUSG00000074406,Q8CJ78
Nat14,ENSMUSG00000035285,Q8BVG8
Ssc5d,ENSMUSG00000035279,Q8BV57
Sbk2,ENSMUSG00000030433,P0C5K1
Zfp579,ENSMUSG00000051550,Q80VM4
Fiz1,ENSMUSG00000061374,Q9WTJ4
Zfp524,ENSMUSG00000051184,Q9D0B1
Zfp865,ENSMUSG00000074405,Q3U3I9
Ccdc106,ENSMUSG00000035228,Q3ULM0
Zfp784,ENSMUSG00000043290,Q8BI69
Gm15510,ENSMUSG00000086604,0
Zfp580,ENSMUSG00000055633,Q9DB38
U2af2,ENSMUSG00000030435,P26369
Epn1,ENSMUSG00000035203,Q80VP1
Rfpl4,ENSMUSG00000035191,Q8VH31
Rasl2-9,ENSMUSG00000083649,Q61820
Vmn1r62,ENSMUSG00000092579,Q8R2C0
Vmn1r65,ENSMUSG00000066850,Q9EPS7
RP23-103E11.3,ENSMUSG00000109197,0
RP23-103E11.4,ENSMUSG00000109283,0
Nlrp4c,ENSMUSG00000034690,Q3TKR3
Zfp787,ENSMUSG00000046792,Q8BIF9
Zfp444,ENSMUSG00000044876,A0A140LI69
Galp,ENSMUSG00000034660,Q810H5
Zscan5b,ENSMUSG00000058028,B2RTN3
Gm6792,ENSMUSG00000053367,E9Q7F5
RP24-445D7.2,ENSMUSG00000108949,0
Zfp667,ENSMUSG00000054893,Q2TL60
Zfp583,ENSMUSG00000030443,Q3V080
RP23-143D11.1,ENSMUSG00000109080,0
Zfp78,ENSMUSG00000055150,A0A140LHZ4
Zfp28,ENSMUSG00000062861,P10078
Smim17,ENSMUSG00000093536,A0A504
Gm20715,ENSMUSG00000045929,E9Q3L7
Olfr1336,ENSMUSG00000048620,Q3MI30
Olfr1346,ENSMUSG00000054938,Q8VGH6
Olfr1348,ENSMUSG00000093877,A0A140LI03
Olfr1349,ENSMUSG00000048067,A0A140LI49
Zim1,ENSMUSG00000002266,Q6NZC6
Peg3,ENSMUSG00000002265,Q3URU2
Usp29,ENSMUSG00000051527,Q9ES63
Zim3,ENSMUSG00000108043,0
Aurkc,ENSMUSG00000070837,O88445
Zfp954,ENSMUSG00000062116,Q7TNU5
Zfp773,ENSMUSG00000063535,A0A1B0GRS1
Zfp418,ENSMUSG00000034538,Q8BFS8
Zfp772,ENSMUSG00000066838,Q32P06
Vmn2r29,ENSMUSG00000095730,L7N2D4
Clcn4,ENSMUSG00000000605,Q61418
Vmn2r44,ENSMUSG00000094098,L7N2E1
Zik1,ENSMUSG00000030393,Q80YP6
Zscan4f,ENSMUSG00000070828,Q3URS2
Vmn1r73,ENSMUSG00000051687,Q8R293
Zfp551,ENSMUSG00000034071,B2RUI1
Zfp606,ENSMUSG00000030386,F7BZQ2
2900092C05Rik,ENSMUSG00000030385,Q5I0V9
Zscan18,ENSMUSG00000070822,A0A1B0GRW2
Zfp329,ENSMUSG00000057894,Q6GQR8
Zfp110,ENSMUSG00000058638,Q923B3
Zfp128,ENSMUSG00000060397,Q8BGV5
Zscan22,ENSMUSG00000054715,Q3TQC3
Rps5,ENSMUSG00000012848,P97461
Rnf225,ENSMUSG00000033967,Q9D7D1
1810019N24Rik,ENSMUSG00000097115,0
Gm29638,ENSMUSG00000102084,0
Zfp324,ENSMUSG00000004500,A0A1B0GSA6
Zfp446,ENSMUSG00000033961,E9Q6F9
Slc27a5,ENSMUSG00000030382,Q4LDG0
Zbtb45,ENSMUSG00000049600,Q52KG4
Trim28,ENSMUSG00000005566,Q62318
Chmp2a,ENSMUSG00000033916,Q9DB34
Ube2m,ENSMUSG00000005575,P61082
Mzf1,ENSMUSG00000030380,A1L357
6330408A02Rik,ENSMUSG00000070814,Q6DI92
Lig1,ENSMUSG00000056394,P37913
Pla2g4c,ENSMUSG00000033847,Q64GA5
Cabp5,ENSMUSG00000005649,Q9JLK3
Bsph1,ENSMUSG00000074378,Q3UW26
Sult2a5,ENSMUSG00000078799,K7N6K9
Sult2a1,ENSMUSG00000078798,P52843
Sult2a4,ENSMUSG00000074377,D3Z6M7
Sult2a3,ENSMUSG00000074375,D3Z1W5
Sult2a8,ENSMUSG00000030378,Q8BGL3
Sult2a7,ENSMUSG00000094156,A0A1B0GR21
Vmn1r90,ENSMUSG00000100586,A0A087WR36
Obox7,ENSMUSG00000055942,Q4KL20
Obox1,ENSMUSG00000054310,G3UX03
Crxos,ENSMUSG00000074365,B6ZND8
Sepw1,ENSMUSG00000041571,P63300
Gltscr2,ENSMUSG00000041560,Q8BK35
Ehd2,ENSMUSG00000074364,Q8BH64
Gltscr1,ENSMUSG00000070808,F8VPZ9
Zfp541,ENSMUSG00000078796,Q0GGX2
Napa,ENSMUSG00000006024,Q9DB05
Kptn,ENSMUSG00000006021,Q8VCX6
Slc8a2,ENSMUSG00000030376,Q8K596
Meis3,ENSMUSG00000041420,P97368
Dhx34,ENSMUSG00000006019,Q9DBV3
C5ar2,ENSMUSG00000074361,Q8BW93
C5ar1,ENSMUSG00000049130,P30993
Inafm1,ENSMUSG00000091811,E9PV59
Ccdc9,ENSMUSG00000041375,Q8VC31
Bbc3,ENSMUSG00000002083,Q99ML1
Sae1,ENSMUSG00000052833,Q9R1T2
Zc3h4,ENSMUSG00000059273,Q6ZPZ3
Tmem160,ENSMUSG00000019158,Q9D938
Npas1,ENSMUSG00000001988,P97459
Arhgap35,ENSMUSG00000058230,Q91YM2
Ap2s1,ENSMUSG00000008036,P62743
Slc1a5,ENSMUSG00000001918,P51912
Fkrp,ENSMUSG00000048920,Q8CG64
Strn4,ENSMUSG00000030374,P58404
Prkd2,ENSMUSG00000041187,Q8BZ03
9330104G04Rik,ENSMUSG00000097842,0
Dact3,ENSMUSG00000078794,Q0PHV7
Gng8,ENSMUSG00000063594,P63078
Ptgir,ENSMUSG00000043017,P43252
Calm3,ENSMUSG00000019370,P0DP28
Pnmal2,ENSMUSG00000070802,G3X9N3
Pnmal1,ENSMUSG00000041141,Q80VM8
Ccdc8,ENSMUSG00000041117,D3YZV8
Ppp5c,ENSMUSG00000003099,Q60676
Hif3a,ENSMUSG00000004328,Q0VBL6
Psg16,ENSMUSG00000066760,D0VY58
RP24-549B12.3,ENSMUSG00000108782,0
RP24-549B12.4,ENSMUSG00000108441,0
RP24-138O17.3,ENSMUSG00000108545,0
Psg20,ENSMUSG00000063305,E9Q6J6
Psg22,ENSMUSG00000044903,Q810J1
Psg19,ENSMUSG00000004542,P70161
Psg17,ENSMUSG00000004540,Q62056
Mill2,ENSMUSG00000040987,Q8HWE5
Pglyrp1,ENSMUSG00000030413,O88593
Ccdc61,ENSMUSG00000074358,Q3UJV1
Nova2,ENSMUSG00000030411,A0A1W2P872
Gm26821,ENSMUSG00000097038,0
Nanos2,ENSMUSG00000051965,P60322
Mypop,ENSMUSG00000048481,Q8R4U1
Mypopos,ENSMUSG00000086533,0
Irf2bp1,ENSMUSG00000044030,Q8R3Y8
Foxa3,ENSMUSG00000040891,P35584
Sympk,ENSMUSG00000023118,Q80X82
Rsph6a,ENSMUSG00000040866,Q8CDR2
Dmwd,ENSMUSG00000030410,Q08274
Dmpk,ENSMUSG00000030409,P54265
Six5,ENSMUSG00000040841,P70178
Gm4969,ENSMUSG00000085601,A0A5K7RLP0
Fbxo46,ENSMUSG00000050428,Q8BG80
Qpctl,ENSMUSG00000030407,Q8BH73
Snrpd2,ENSMUSG00000040824,P62317
Gipr,ENSMUSG00000030406,Q0P543
Eml2,ENSMUSG00000040811,Q7TNG5
Gpr4,ENSMUSG00000044317,Q8BUD0
Opa3,ENSMUSG00000052214,Q505D7
Vasp,ENSMUSG00000030403,P70460
1700058P15Rik,ENSMUSG00000089636,0
Ppm1n,ENSMUSG00000030402,Q8BGL1
Rtn2,ENSMUSG00000030401,O70622
Gm26802,ENSMUSG00000097266,0
Fosb,ENSMUSG00000003545,P13346
RP23-85B15.7,ENSMUSG00000108854,0
RP23-85B15.8,ENSMUSG00000109366,0
Ercc1,ENSMUSG00000003549,P07903
Cd3eap,ENSMUSG00000047649,Q76KJ5
Ppp1r13l,ENSMUSG00000040734,Q5I1X5
Ercc2,ENSMUSG00000030400,O08811
Gm26852,ENSMUSG00000097231,0
Klc3,ENSMUSG00000040714,Q91W40
Ckm,ENSMUSG00000030399,P07310
A930016O22Rik,ENSMUSG00000040705,Q9D1Z4
Mark4,ENSMUSG00000030397,Q8CIP4
Exoc3l2,ENSMUSG00000011263,D3YUP5
Bloc1s3,ENSMUSG00000057667,Q5U5M8
Trappc6a,ENSMUSG00000002043,Q78XR0
Nkpd1,ENSMUSG00000060621,Q0VF94
Ppp1r37,ENSMUSG00000051403,Q8BKR5
Gemin7,ENSMUSG00000044709,Q9CWY4
Zfp296,ENSMUSG00000011267,E9Q6W4
Clasrp,ENSMUSG00000061028,Q8CFC7
Gm26890,ENSMUSG00000097246,0
Relb,ENSMUSG00000002983,Q04863
Clptm1,ENSMUSG00000002981,Q8VBZ3
Apoc2,ENSMUSG00000002992,Q05020
Apoc4,ENSMUSG00000074336,Q61268
Apoc1,ENSMUSG00000040564,P34928
Apoe,ENSMUSG00000002985,P08226
Tomm40,ENSMUSG00000002984,Q9QYA2
Gm20512,ENSMUSG00000092381,0
Pvrl2,ENSMUSG00000062300,P32507
Bcam,ENSMUSG00000002980,Q9R069
Cblc,ENSMUSG00000040525,Q80XL1
Bcl3,ENSMUSG00000053175,Q9Z2F6
Gm16175,ENSMUSG00000087206,0
Gm16174,ENSMUSG00000087593,0
RP23-191I16.3,ENSMUSG00000109424,0
Gm19345,ENSMUSG00000092216,G3UYD9
Ceacam16,ENSMUSG00000014686,E9QA28
Ceacam19,ENSMUSG00000049848,Q3TQ88
Pvr,ENSMUSG00000040511,Q60977
Gm16251,ENSMUSG00000090075,0
Igsf23,ENSMUSG00000040498,A0A140LJ51
Ceacam20,ENSMUSG00000070777,Q9D2Z1
Nlrp9b,ENSMUSG00000060508,Q66X22
RP23-342N5.2,ENSMUSG00000109166,A0A140LI04
Vmn1r139,ENSMUSG00000074311,0
Nlrp4e,ENSMUSG00000045693,Q66X19
Nlrp5,ENSMUSG00000015721,Q9R1M5
Vmn1r181,ENSMUSG00000097425,Q0P547
RP24-554K14.5,ENSMUSG00000108613,0
Zfp180,ENSMUSG00000057101,A0A0N4SVM4
Zfp112,ENSMUSG00000052675,Q0VAW7
Zfp235,ENSMUSG00000047603,A0A0U1RPI4
Zfp114,ENSMUSG00000068962,A0A0U1RPG2
Zfp111,ENSMUSG00000087598,Q99K53
Zfp109,ENSMUSG00000074283,A0A0U1RPC5
Zfp108,ENSMUSG00000030486,E9Q8I5
Zfp93,ENSMUSG00000055305,Q61116
Zfp61,ENSMUSG00000050605,D3Z6B8
Zfp94,ENSMUSG00000074282,E9Q6Y4
Tescl,ENSMUSG00000055826,Q9DAJ7
Lypd5,ENSMUSG00000030484,Q9D7Z7
Kcnn4,ENSMUSG00000054342,O89109
Smg9,ENSMUSG00000002210,Q9DB90
Irgc1,ENSMUSG00000062028,Q8C262
RP23-26A14.4,ENSMUSG00000108360,0
Plaur,ENSMUSG00000046223,P35456
Cadm4,ENSMUSG00000054793,Q8R464
Zfp428,ENSMUSG00000064264,Q8C1M2
Irgq,ENSMUSG00000041037,Q8VIM9
Pinlyp,ENSMUSG00000011632,Q9CQD7
Xrcc1,ENSMUSG00000051768,Q60596
Zfp575,ENSMUSG00000066721,Q3TXZ1
Ethe1,ENSMUSG00000064254,Q9DCM0
Phldb3,ENSMUSG00000074277,E9QAF4
Lypd3,ENSMUSG00000057454,Q91YK8
RP23-26A14.14,ENSMUSG00000108470,0
Tex101,ENSMUSG00000062773,Q9JMI7
BC049730,ENSMUSG00000045587,A0A0U1RNR5
Gm4763,ENSMUSG00000058717,A0A0U1RNJ8
Cd177,ENSMUSG00000052212,Q8R2S8
Ceacam10,ENSMUSG00000054169,Q61400
Gm9844,ENSMUSG00000091955,0
Lypd4,ENSMUSG00000062732,Q8BVP6
Dmrtc2,ENSMUSG00000011349,Q8CGW9
Rps19,ENSMUSG00000040952,Q9CZX8
Cd79a,ENSMUSG00000003379,P11911
Arhgef1,ENSMUSG00000040940,Q61210
RP24-113D21.1,ENSMUSG00000108675,0
Rabac1,ENSMUSG00000003380,Q9Z0S9
Atp1a3,ENSMUSG00000040907,Q6PIC6
Grik5,ENSMUSG00000003378,Q61626
Zfp574,ENSMUSG00000045252,Q8BY46
Pou2f2,ENSMUSG00000008496,Q00196
D930028M14Rik,ENSMUSG00000074274,Q3UQ36
Dedd2,ENSMUSG00000054499,Q8QZV0
RP23-474C17.2,ENSMUSG00000108523,0
Zfp526,ENSMUSG00000046541,Q8BI66
Gsk3a,ENSMUSG00000057177,Q2NL51
9130221H12Rik,ENSMUSG00000090330,Q8K1D3
Erf,ENSMUSG00000040857,P70459
Cic,ENSMUSG00000005442,Q924A2
Pafah1b3,ENSMUSG00000005447,Q61205
Prr19,ENSMUSG00000058741,B2RW88
Tmem145,ENSMUSG00000043843,Q8C4U2
Megf8,ENSMUSG00000045039,P60882
Cnfn,ENSMUSG00000063651,Q6PCW6
4732471J01Rik,ENSMUSG00000053714,Q8C5J9
Lipe,ENSMUSG00000003123,P54310
Ceacam1,ENSMUSG00000074272,P31809
Ceacam2,ENSMUSG00000054385,Q925P2
RP23-421O10.11,ENSMUSG00000108579,0
RP23-421O10.2,ENSMUSG00000108553,0
Erich4,ENSMUSG00000074261,Q3UNU4
Atp5sl,ENSMUSG00000057229,Q9D7K5
B3gnt8,ENSMUSG00000059479,Q8R3I9
Bckdha,ENSMUSG00000060376,P50136
Exosc5,ENSMUSG00000061286,Q9CRA8
Tmem91,ENSMUSG00000061702,Q8C581
B9d2,ENSMUSG00000063439,Q3UK10
Tgfb1,ENSMUSG00000002603,P04202
Ccdc97,ENSMUSG00000002608,Q9DBT3
Hnrnpul1,ENSMUSG00000040725,Q8VDM6
Axl,ENSMUSG00000002602,Q00993
Cyp2s1,ENSMUSG00000040703,Q9DBX6
Gm26707,ENSMUSG00000097017,0
RP24-191C15.5,ENSMUSG00000108415,0
Cyp2b10,ENSMUSG00000030483,P12791
RP23-432D9.7,ENSMUSG00000108413,0
RP23-267I20.3,ENSMUSG00000108431,0
Cyp2a4,ENSMUSG00000074254,P15392
Nlrp9c,ENSMUSG00000040614,Q66X01
Nlrp4a,ENSMUSG00000040601,Q8BU40
Cyp2b23,ENSMUSG00000040650,E9Q593
Cyp2b19,ENSMUSG00000066704,O55071
Cyp2a5,ENSMUSG00000005547,P20852
Cyp2a12,ENSMUSG00000060407,P56593
Cyp2f2,ENSMUSG00000052974,P33267
Gm15883,ENSMUSG00000086868,0
Cyp2t4,ENSMUSG00000078787,D3Z7F6
Egln2,ENSMUSG00000058709,Q91YE2
Rab4b,ENSMUSG00000053291,Q91ZR1
Mia,ENSMUSG00000089661,Q61865
Snrpa,ENSMUSG00000061479,Q62189
BC024978,ENSMUSG00000078786,D3Z7G4
Itpkc,ENSMUSG00000003752,Q7TS72
Adck4,ENSMUSG00000003762,Q566J8
Gm15567,ENSMUSG00000084974,0
Numbl,ENSMUSG00000063160,O08919
Ltbp4,ENSMUSG00000040488,Q8K4G1
Shkbp1,ENSMUSG00000089832,Q6P7W2
Sptbn4,ENSMUSG00000011751,D3YWH8
Blvrb,ENSMUSG00000040466,Q923D2
Sertad3,ENSMUSG00000055200,Q9ERC3
Sertad1,ENSMUSG00000008384,Q9JL10
Prx,ENSMUSG00000053198,O55103
Gm15541,ENSMUSG00000087371,0
Hipk4,ENSMUSG00000040424,Q3V016
Pld3,ENSMUSG00000003363,O35405
2310022A10Rik,ENSMUSG00000049643,Q8R3Y5
Akt2,ENSMUSG00000004056,Q60823
Ttc9b,ENSMUSG00000007944,Q9D6E4
Map3k10,ENSMUSG00000040390,Q66L42
C030039L03Rik,ENSMUSG00000057093,G3X9H3
Zfp60,ENSMUSG00000037640,P16374
Zfp626,ENSMUSG00000030604,A0A0U1RQ84
Zfp59,ENSMUSG00000078779,P16373
Zfp607,ENSMUSG00000020420,Q3TQG9
